TIME,Ux,Uy
-1.083e-02,22.3594,1.5075
-1.080e-02,21.5312,1.50375
-1.077e-02,20.4141,1.48969
-1.074e-02,19.2812,1.47703
-1.070e-02,17.875,1.46953
-1.067e-02,16.8594,1.45219
-1.064e-02,15.5547,1.44125
-1.061e-02,15.0547,1.43016
-1.058e-02,14.1797,1.41922
-1.054e-02,13.2266,1.40359
-1.051e-02,11.9844,1.39703
-1.048e-02,11.0625,1.38688
-1.045e-02,10.3594,1.37109
-1.042e-02,9.22656,1.35984
-1.038e-02,8.32812,1.34672
-1.035e-02,7.17187,1.34281
-1.032e-02,6.94531,1.32469
-1.029e-02,6.11719,1.31703
-1.026e-02,5.20312,1.30656
-1.022e-02,4.71094,1.29016
-1.019e-02,3.82031,1.27891
-1.016e-02,3.0625,1.26438
-1.013e-02,2.47656,1.24672
-1.010e-02,1.28906,1.23844
-1.006e-02,0.773437,1.22406
-1.003e-02,-0.507813,1.20469
-1.000e-02,-0.953125,1.19969
-9.968e-03,-1.27344,1.18469
-9.936e-03,-2.59375,1.16203
-9.904e-03,-3.09375,1.15609
-9.872e-03,-3.875,1.13422
-9.840e-03,-4.6875,1.12359
-9.808e-03,-5.32813,1.11266
-9.776e-03,-6.45313,1.09031
-9.744e-03,-6.9375,1.07453
-9.712e-03,-7.53125,1.06281
-9.680e-03,-8.46875,1.05078
-9.648e-03,-8.94531,1.03094
-9.616e-03,-9.55469,1.02063
-9.584e-03,-10.6719,1.00484
-9.552e-03,-11.1797,0.987656
-9.520e-03,-11.5938,0.964375
-9.488e-03,-12.7188,0.958906
-9.456e-03,-12.9375,0.937188
-9.424e-03,-13.3984,0.921563
-9.392e-03,-14.1016,0.90625
-9.360e-03,-14.9844,0.885469
-9.328e-03,-15.1797,0.874844
-9.296e-03,-16.1016,0.854063
-9.264e-03,-16.7266,0.838906
-9.232e-03,-17.0078,0.829063
-9.200e-03,-17.1328,0.809688
-9.168e-03,-18.2656,0.794063
-9.136e-03,-18.9375,0.772969
-9.104e-03,-19.0547,0.76125
-9.072e-03,-19.2109,0.744219
-9.040e-03,-19.8281,0.718906
-9.008e-03,-20.4219,0.702969
-8.976e-03,-20.9375,0.691562
-8.944e-03,-21.1563,0.667969
-8.912e-03,-21.4375,0.648438
-8.880e-03,-22.1328,0.634219
-8.848e-03,-22.5234,0.614531
-8.816e-03,-22.9375,0.595469
-8.784e-03,-23.0547,0.575469
-8.752e-03,-23.2969,0.562813
-8.720e-03,-23.8828,0.537031
-8.688e-03,-24.6172,0.522813
-8.656e-03,-24.7813,0.505938
-8.624e-03,-24.9375,0.483438
-8.592e-03,-25.2813,0.455625
-8.560e-03,-25.8438,0.443906
-8.528e-03,-26.1875,0.432344
-8.496e-03,-26.6484,0.402031
-8.464e-03,-26.9375,0.385313
-8.432e-03,-26.9375,0.359844
-8.400e-03,-27.0547,0.342031
-8.368e-03,-27.4297,0.322031
-8.336e-03,-28.0469,0.302656
-8.304e-03,-28.1016,0.274375
-8.272e-03,-28.3828,0.254063
-8.240e-03,-28.8359,0.232344
-8.208e-03,-28.9375,0.209844
-8.176e-03,-29.0547,0.190625
-8.144e-03,-29.1641,0.160781
-8.112e-03,-29.3594,0.130781
-8.080e-03,-29.7891,0.107031
-8.048e-03,-29.9844,0.084375
-8.016e-03,-30.5078,0.0645312
-7.984e-03,-30.7891,0.0389063
-7.952e-03,-30.7656,0.0134375
-7.920e-03,-30.9375,-0.00921875
-7.888e-03,-31.0547,-0.034375
-7.856e-03,-31.0547,-0.0576562
-7.824e-03,-31.0547,-0.0817188
-7.792e-03,-31.0547,-0.113437
-7.760e-03,-31.2188,-0.127031
-7.728e-03,-31.6953,-0.157188
-7.696e-03,-32.2344,-0.177031
-7.664e-03,-32.1953,-0.198125
-7.632e-03,-32.7969,-0.229219
-7.600e-03,-32.8438,-0.245781
-7.568e-03,-32.9375,-0.271562
-7.536e-03,-33.5234,-0.295938
-7.504e-03,-33.6016,-0.315625
-7.472e-03,-34.2188,-0.339062
-7.440e-03,-34.6328,-0.360781
-7.408e-03,-34.7656,-0.385781
-7.376e-03,-34.9375,-0.405
-7.344e-03,-35.0547,-0.434375
-7.312e-03,-35.0703,-0.448594
-7.280e-03,-35.5,-0.475156
-7.248e-03,-35.9141,-0.506563
-7.216e-03,-36.2734,-0.525938
-7.184e-03,-36.8125,-0.552344
-7.152e-03,-36.9375,-0.58375
-7.120e-03,-37.0547,-0.605625
-7.088e-03,-37.2734,-0.63375
-7.056e-03,-37.5078,-0.656094
-7.024e-03,-37.8203,-0.688125
-6.992e-03,-38.6719,-0.714688
-6.960e-03,-38.8828,-0.725781
-6.928e-03,-38.9375,-0.753437
-6.896e-03,-39.0547,-0.776719
-6.864e-03,-39.5859,-0.802656
-6.832e-03,-40.2969,-0.825469
-6.800e-03,-40.7422,-0.851719
-6.768e-03,-40.9375,-0.872656
-6.736e-03,-41.1328,-0.895
-6.704e-03,-41.7109,-0.918438
-6.672e-03,-42.4688,-0.947344
-6.640e-03,-42.9297,-0.969688
-6.608e-03,-43.0547,-0.996563
-6.576e-03,-43.1563,-1.01578
-6.544e-03,-43.75,-1.04406
-6.512e-03,-44.3672,-1.06781
-6.480e-03,-44.9375,-1.09203
-6.448e-03,-45.0547,-1.11016
-6.416e-03,-45.2188,-1.13422
-6.384e-03,-45.8984,-1.15844
-6.352e-03,-46.6641,-1.17953
-6.320e-03,-46.8984,-1.20516
-6.288e-03,-47.3438,-1.22094
-6.256e-03,-47.8438,-1.24359
-6.224e-03,-48.7109,-1.27063
-6.192e-03,-48.9375,-1.28672
-6.160e-03,-49.2734,-1.31219
-6.128e-03,-50.4531,-1.32859
-6.096e-03,-50.7188,-1.35328
-6.064e-03,-50.9375,-1.36875
-6.032e-03,-51.4453,-1.39094
-6.000e-03,-52.1172,-1.41844
-5.968e-03,-52.9375,-1.43531
-5.936e-03,-53.0547,-1.45094
-5.904e-03,-53.5,-1.48125
-5.872e-03,-54.8281,-1.48906
-5.840e-03,-55.1797,-1.51188
-5.808e-03,-55.5469,-1.52547
-5.776e-03,-56.4063,-1.54859
-5.744e-03,-56.9375,-1.56109
-5.712e-03,-58.1016,-1.58469
-5.680e-03,-58.8203,-1.59953
-5.648e-03,-59.4063,-1.62
-5.616e-03,-60.4219,-1.63875
-5.584e-03,-61.1719,-1.66094
-5.552e-03,-62.1719,-1.67516
-5.520e-03,-62.9375,-1.69656
-5.488e-03,-63.7813,-1.72125
-5.456e-03,-64.75,-1.73031
-5.424e-03,-65.6406,-1.75016
-5.392e-03,-66.9063,-1.76828
-5.360e-03,-67.7266,-1.78531
-5.328e-03,-68.9375,-1.80328
-5.296e-03,-70.2734,-1.82
-5.264e-03,-71.0547,-1.83547
-5.232e-03,-72.0703,-1.84516
-5.200e-03,-73.7031,-1.86422
-5.168e-03,-74.9063,-1.87875
-5.136e-03,-75.8984,-1.89219
-5.104e-03,-77.0547,-1.91437
-5.072e-03,-78.5781,-1.92016
-5.040e-03,-79.3359,-1.92641
-5.008e-03,-81.1563,-1.94547
-4.976e-03,-82.4219,-1.96109
-4.944e-03,-83.8438,-1.97391
-4.912e-03,-85.0234,-1.99453
-4.880e-03,-86.5859,-1.99875
-4.848e-03,-87.7266,-2.00297
-4.816e-03,-89.2422,-2.02937
-4.784e-03,-90.7031,-2.03266
-4.752e-03,-92.0547,-2.04531
-4.720e-03,-93.3594,-2.04984
-4.688e-03,-94.7813,-2.06109
-4.656e-03,-96.3281,-2.07219
-4.624e-03,-97.9766,-2.08109
-4.592e-03,-99.2813,-2.08453
-4.560e-03,-100.625,-2.09047
-4.528e-03,-102.102,-2.11125
-4.496e-03,-103.219,-2.11797
-4.464e-03,-104.063,-2.11922
-4.432e-03,-104.859,-2.12109
-4.400e-03,-105.438,-2.12109
-4.368e-03,-106.703,-2.12969
-4.336e-03,-107.055,-2.14219
-4.304e-03,-107.891,-2.14438
-4.272e-03,-108.766,-2.14125
-4.240e-03,-109.25,-2.14781
-4.208e-03,-109.938,-2.14859
-4.176e-03,-110.219,-2.15406
-4.144e-03,-110.938,-2.15703
-4.112e-03,-111.18,-2.15313
-4.080e-03,-111.875,-2.15078
-4.048e-03,-112.289,-2.15391
-4.016e-03,-112.477,-2.15047
-3.984e-03,-112.93,-2.15469
-3.952e-03,-112.938,-2.15875
-3.920e-03,-112.938,-2.155
-3.888e-03,-113.258,-2.15219
-3.856e-03,-113.367,-2.1525
-3.824e-03,-113.406,-2.14734
-3.792e-03,-113.148,-2.14984
-3.760e-03,-113.633,-2.14141
-3.728e-03,-113.336,-2.15063
-3.696e-03,-113.414,-2.14062
-3.664e-03,-113.344,-2.13766
-3.632e-03,-113.391,-2.13234
-3.600e-03,-113.141,-2.13094
-3.568e-03,-113.055,-2.13172
-3.536e-03,-113.055,-2.12578
-3.504e-03,-112.75,-2.12328
-3.472e-03,-112.469,-2.12812
-3.440e-03,-111.875,-2.12094
-3.408e-03,-111.125,-2.10969
-3.376e-03,-110.781,-2.1175
-3.344e-03,-110.25,-2.10562
-3.312e-03,-109.164,-2.10156
-3.280e-03,-108.898,-2.10516
-3.248e-03,-107.672,-2.0925
-3.216e-03,-106.938,-2.08922
-3.184e-03,-106.281,-2.08391
-3.152e-03,-105.273,-2.08203
-3.120e-03,-104.797,-2.07875
-3.088e-03,-103.422,-2.06937
-3.056e-03,-102.57,-2.06672
-3.024e-03,-101.594,-2.05375
-2.992e-03,-100.867,-2.05109
-2.960e-03,-99.4297,-2.04703
-2.928e-03,-98.3984,-2.04109
-2.896e-03,-97.1719,-2.03891
-2.864e-03,-96.3672,-2.03875
-2.832e-03,-95.1563,-2.03453
-2.800e-03,-94.4688,-2.02391
-2.768e-03,-93.0078,-2.01281
-2.736e-03,-91.9297,-2.00656
-2.704e-03,-91.125,-2.00312
-2.672e-03,-89.8125,-1.99813
-2.640e-03,-88.75,-1.99219
-2.608e-03,-87.7422,-1.99172
-2.576e-03,-86.6953,-1.98469
-2.544e-03,-85.3203,-1.97594
-2.512e-03,-84.6406,-1.97203
-2.480e-03,-83.5703,-1.96109
-2.448e-03,-82.7188,-1.96125
-2.416e-03,-81.2422,-1.94734
-2.384e-03,-80.4609,-1.94734
-2.352e-03,-79.3125,-1.93469
-2.320e-03,-78.3438,-1.9275
-2.288e-03,-77.2734,-1.92219
-2.256e-03,-76.2734,-1.92375
-2.224e-03,-75.1719,-1.91406
-2.192e-03,-74.0391,-1.90422
-2.160e-03,-72.8281,-1.89953
-2.128e-03,-71.4609,-1.89094
-2.096e-03,-70.0781,-1.88312
-2.064e-03,-69.2266,-1.87375
-2.032e-03,-67.8281,-1.87109
-2.000e-03,-66.3672,-1.85828
-1.968e-03,-65.3125,-1.855
-1.936e-03,-63.8594,-1.84766
-1.904e-03,-62.7891,-1.84156
-1.872e-03,-61.3828,-1.82859
-1.840e-03,-59.9453,-1.81875
-1.808e-03,-58.8125,-1.80797
-1.776e-03,-57.2578,-1.80328
-1.744e-03,-55.9141,-1.795
-1.712e-03,-54.1484,-1.78937
-1.680e-03,-53.3438,-1.77891
-1.648e-03,-51.6875,-1.76781
-1.616e-03,-50.6563,-1.75656
-1.584e-03,-48.9688,-1.745
-1.552e-03,-47.5078,-1.73484
-1.520e-03,-46.0938,-1.72281
-1.488e-03,-45.0703,-1.71625
-1.456e-03,-43.4922,-1.70578
-1.424e-03,-42.1094,-1.695
-1.392e-03,-41.0156,-1.68297
-1.360e-03,-39.5781,-1.67688
-1.328e-03,-38.5,-1.65938
-1.296e-03,-37.4375,-1.65047
-1.264e-03,-36.5781,-1.64766
-1.232e-03,-35.4375,-1.62859
-1.200e-03,-34.1406,-1.62
-1.168e-03,-32.7344,-1.61406
-1.136e-03,-31.5859,-1.60156
-1.104e-03,-30.3516,-1.59719
-1.072e-03,-29.5938,-1.58797
-1.040e-03,-28.6875,-1.57766
-1.008e-03,-27.5469,-1.56
-9.760e-04,-26.3281,-1.55531
-9.440e-04,-25.2422,-1.54531
-9.120e-04,-24.5,-1.53141
-8.800e-04,-23.1719,-1.52703
-8.480e-04,-22,-1.51875
-8.160e-04,-20.9375,-1.50172
-7.840e-04,-19.8203,-1.49609
-7.520e-04,-19,-1.48328
-7.200e-04,-17.8203,-1.46969
-6.880e-04,-17.1172,-1.46453
-6.560e-04,-15.9766,-1.45
-6.240e-04,-14.8125,-1.44125
-5.920e-04,-13.75,-1.42906
-5.600e-04,-12.9375,-1.42234
-5.280e-04,-11.9531,-1.40547
-4.960e-04,-11.1016,-1.39156
-4.640e-04,-10.2344,-1.38375
-4.320e-04,-9.05469,-1.36609
-4.000e-04,-8.5625,-1.35672
-3.680e-04,-7.53125,-1.355
-3.360e-04,-6.9375,-1.33469
-3.040e-04,-6.03906,-1.32109
-2.720e-04,-5.02344,-1.31391
-2.400e-04,-4.46875,-1.29984
-2.080e-04,-3.07031,-1.28422
-1.760e-04,-2.83594,-1.27234
-1.440e-04,-1.60156,-1.26281
-1.120e-04,-1.05469,-1.24906
-8.000e-05,-0.25,-1.24109
-4.800e-05,0.90625,-1.22109
-1.600e-05,1.0625,-1.21063
1.600e-05,2.21875,-1.19813
4.800e-05,2.94531,-1.18609
8.000e-05,3.39062,-1.16484
1.120e-04,4.53125,-1.15875
1.440e-04,5.0625,-1.13859
1.760e-04,5.70312,-1.12453
2.080e-04,6.63281,-1.11266
2.400e-04,6.94531,-1.09281
2.720e-04,7.59375,-1.08109
3.040e-04,8.28125,-1.0725
3.360e-04,8.94531,-1.05156
3.680e-04,9.69531,-1.03766
4.000e-04,10.8359,-1.0175
4.320e-04,11.0625,-1.00328
4.640e-04,11.4062,-0.988437
4.960e-04,12.4922,-0.966719
5.280e-04,13.1172,-0.955469
5.600e-04,13.7266,-0.937344
5.920e-04,14.7578,-0.9225
6.240e-04,14.9453,-0.906875
6.560e-04,15.1641,-0.885469
6.880e-04,16.1797,-0.878594
7.200e-04,16.8437,-0.853594
7.520e-04,17.2812,-0.840781
7.840e-04,17.8047,-0.816719
8.160e-04,18.5937,-0.807188
8.480e-04,18.9453,-0.790625
8.800e-04,19.5156,-0.762813
9.120e-04,20.2266,-0.755469
9.440e-04,20.8203,-0.73875
9.760e-04,20.9453,-0.724375
1.008e-03,21.2969,-0.705469
1.040e-03,21.8594,-0.692656
1.072e-03,22.375,-0.665781
1.104e-03,22.8281,-0.645156
1.136e-03,23.0625,-0.632344
1.168e-03,23.625,-0.611406
1.200e-03,23.6016,-0.593594
1.232e-03,24.6562,-0.569219
1.264e-03,24.9453,-0.554063
1.296e-03,25.1094,-0.527188
1.328e-03,25.5625,-0.517188
1.360e-03,25.6484,-0.491719
1.392e-03,26.7656,-0.477031
1.424e-03,26.8906,-0.452813
1.456e-03,27.0625,-0.437344
1.488e-03,27.5703,-0.421719
1.520e-03,28.0469,-0.394531
1.552e-03,28.2266,-0.371563
1.584e-03,28.6172,-0.353281
1.616e-03,28.9453,-0.332031
1.648e-03,29.0625,-0.313281
1.680e-03,29.0937,-0.288594
1.712e-03,29.2734,-0.270156
1.744e-03,29.8359,-0.247969
1.776e-03,30.2891,-0.229375
1.808e-03,30.6016,-0.205625
1.840e-03,30.7109,-0.184688
1.872e-03,30.9453,-0.160469
1.904e-03,31.0625,-0.139687
1.936e-03,31.0625,-0.114531
1.968e-03,31.0625,-0.095625
2.000e-03,31.0859,-0.07125
2.032e-03,31.4297,-0.0482812
2.064e-03,31.6484,-0.0176563
2.096e-03,32.1719,0.00875
2.128e-03,32.5234,0.0332812
2.160e-03,32.6562,0.0540625
2.192e-03,32.8984,0.08
2.224e-03,32.9453,0.106094
2.256e-03,32.9375,0.125469
2.288e-03,33.1797,0.149063
2.320e-03,33.2969,0.178281
2.352e-03,33.7734,0.20125
2.384e-03,33.7109,0.2225
2.416e-03,34.4297,0.246719
2.448e-03,34.7578,0.274375
2.480e-03,34.7422,0.307188
2.512e-03,34.9453,0.327813
2.544e-03,35.1406,0.34375
2.576e-03,35.2969,0.372656
2.608e-03,35.875,0.397656
2.640e-03,36.1016,0.417031
2.672e-03,36.6875,0.4425
2.704e-03,36.875,0.463125
2.736e-03,36.9922,0.487813
2.768e-03,37.0625,0.512344
2.800e-03,37.2187,0.532969
2.832e-03,37.7031,0.557656
2.864e-03,38.1719,0.584688
2.896e-03,38.8828,0.615469
2.928e-03,38.9453,0.638281
2.960e-03,38.9453,0.665312
2.992e-03,39.0625,0.685937
3.024e-03,39.3984,0.711719
3.056e-03,39.5312,0.743437
3.088e-03,40.4453,0.761719
3.120e-03,40.5937,0.785781
3.152e-03,40.8594,0.808906
3.184e-03,41.2344,0.83375
3.216e-03,41.3906,0.8575
3.248e-03,41.9766,0.878437
3.280e-03,42.5937,0.902813
3.312e-03,43.0625,0.927656
3.344e-03,43.2812,0.952813
3.376e-03,43.5625,0.970938
3.408e-03,44.0234,1.00016
3.440e-03,44.5547,1.02047
3.472e-03,44.9453,1.04484
3.504e-03,45.125,1.05922
3.536e-03,45.6172,1.0875
3.568e-03,46.4766,1.11328
3.600e-03,46.9453,1.13359
3.632e-03,47.0234,1.16125
3.664e-03,47.2656,1.18281
3.696e-03,48.2578,1.20531
3.728e-03,48.8906,1.23203
3.760e-03,48.9453,1.2575
3.792e-03,49.4531,1.28063
3.824e-03,50.2422,1.2975
3.856e-03,50.8828,1.31766
3.888e-03,51.0937,1.34141
3.920e-03,51.1719,1.36141
3.952e-03,52.2109,1.38109
3.984e-03,52.8437,1.40172
4.016e-03,53.0625,1.41797
4.048e-03,53.6484,1.43797
4.080e-03,54.7031,1.46922
4.112e-03,55.1562,1.48313
4.144e-03,55.3359,1.50469
4.176e-03,56.5078,1.52141
4.208e-03,56.9453,1.54234
4.240e-03,57.3906,1.55656
4.272e-03,58.5469,1.58125
4.304e-03,58.9453,1.60172
4.336e-03,59.2969,1.61578
4.368e-03,60.7734,1.635
4.400e-03,61.1016,1.65688
4.432e-03,62.3906,1.67813
4.464e-03,62.9453,1.69312
4.496e-03,64.1719,1.7125
4.528e-03,65,1.72406
4.560e-03,65.8906,1.75078
4.592e-03,67.1719,1.76766
4.624e-03,67.8984,1.78344
4.656e-03,69.25,1.80141
4.688e-03,70.4687,1.81672
4.720e-03,71.5859,1.83469
4.752e-03,72.9453,1.84594
4.784e-03,74.2422,1.86719
4.816e-03,75.0625,1.87938
4.848e-03,76.9453,1.90109
4.880e-03,77.7656,1.91906
4.912e-03,79.2109,1.92563
4.944e-03,80.6484,1.94531
4.976e-03,82.1406,1.95719
5.008e-03,83.4062,1.96828
5.040e-03,84.9453,1.98344
5.072e-03,86.1875,1.99703
5.104e-03,87.9531,2.00234
5.136e-03,89.1875,2.01625
5.168e-03,90.5781,2.03031
5.200e-03,91.5625,2.04625
5.232e-03,93.0312,2.05859
5.264e-03,94.4062,2.06344
5.296e-03,95.8281,2.07547
5.328e-03,97.0312,2.08359
5.360e-03,98.2969,2.09469
5.392e-03,99.5156,2.1025
5.424e-03,100.852,2.11313
5.456e-03,101.961,2.11656
5.488e-03,103.562,2.12594
5.520e-03,104.711,2.14469
5.552e-03,105.266,2.13797
5.584e-03,106.336,2.15453
5.616e-03,107.008,2.15297
5.648e-03,107.695,2.16156
5.680e-03,108.781,2.16375
5.712e-03,109.172,2.16453
5.744e-03,110.477,2.16281
5.776e-03,110.953,2.16453
5.808e-03,111.367,2.16344
5.840e-03,112.016,2.17031
5.872e-03,112.891,2.16797
5.904e-03,113.062,2.17031
5.936e-03,113.078,2.16953
5.968e-03,113.297,2.16891
6.000e-03,113.695,2.17375
6.032e-03,114.078,2.16938
6.064e-03,114.742,2.16906
6.096e-03,114.594,2.16297
6.128e-03,114.734,2.16719
6.160e-03,114.859,2.16984
6.192e-03,114.93,2.16547
6.224e-03,114.844,2.16359
6.256e-03,115.133,2.16172
6.288e-03,115.023,2.16109
6.320e-03,114.937,2.16125
6.352e-03,114.945,2.15891
6.384e-03,114.805,2.15891
6.416e-03,114.797,2.15484
6.448e-03,114.492,2.15297
6.480e-03,114.062,2.14766
6.512e-03,113.398,2.14797
6.544e-03,113.062,2.14562
6.576e-03,112.945,2.13891
6.608e-03,112.32,2.13219
6.640e-03,111.75,2.12672
6.672e-03,110.82,2.12906
6.704e-03,110.359,2.11891
6.736e-03,109.008,2.11891
6.768e-03,108.469,2.11422
6.800e-03,107.289,2.11609
6.832e-03,106.844,2.10328
6.864e-03,105.75,2.09734
6.896e-03,104.945,2.09453
6.928e-03,103.875,2.08875
6.960e-03,102.891,2.08188
6.992e-03,101.578,2.07641
7.024e-03,100.82,2.06953
7.056e-03,99.7422,2.06078
7.088e-03,98.9453,2.05703
7.120e-03,97.9844,2.04578
7.152e-03,96.9375,2.0375
7.184e-03,95.8047,2.03844
7.216e-03,94.9453,2.03656
7.248e-03,93.5469,2.025
7.280e-03,92.6094,2.01656
7.312e-03,91.5781,2.01609
7.344e-03,90.8203,2.00734
7.376e-03,89.8828,1.99672
7.408e-03,88.8203,1.99641
7.440e-03,88.0391,1.99547
7.472e-03,86.8203,1.98266
7.504e-03,85.5469,1.97875
7.536e-03,84.7891,1.97359
7.568e-03,83.2969,1.96313
7.600e-03,82.5859,1.95984
7.632e-03,81.1953,1.95719
7.664e-03,80.6406,1.95031
7.696e-03,79.1719,1.93922
7.728e-03,78.0391,1.93594
7.760e-03,76.8203,1.91891
7.792e-03,75.5234,1.92094
7.824e-03,74.4141,1.91422
7.856e-03,73.0234,1.90156
7.888e-03,71.8437,1.89656
7.920e-03,70.5859,1.89
7.952e-03,68.9453,1.87719
7.984e-03,67.7344,1.87891
8.016e-03,66.2812,1.86031
8.048e-03,65.2031,1.85297
8.080e-03,63.6016,1.84672
8.112e-03,62.1641,1.84094
8.144e-03,61.1094,1.83188
8.176e-03,59.6953,1.82375
8.208e-03,58.0078,1.81094
8.240e-03,57.2578,1.79891
8.272e-03,55.7656,1.79625
8.304e-03,54.0547,1.79188
8.336e-03,52.8281,1.77359
8.368e-03,51.6094,1.76984
8.400e-03,50.0625,1.75219
8.432e-03,49.1719,1.73953
8.464e-03,47.2734,1.73406
8.496e-03,46.0312,1.71984
8.528e-03,44.7656,1.71016
8.560e-03,43.6328,1.70516
8.592e-03,42.0391,1.69063
8.624e-03,41.0078,1.68031
8.656e-03,39.7266,1.67672
8.688e-03,38.6641,1.66312
8.720e-03,37.75,1.65031
8.752e-03,36.9297,1.64266
8.784e-03,35.6094,1.63609
8.816e-03,34.2656,1.62312
8.848e-03,33.0859,1.61047
8.880e-03,31.9375,1.60484
8.912e-03,31.0703,1.59125
8.944e-03,30.2187,1.58516
8.976e-03,29.1719,1.57078
9.008e-03,27.8594,1.55859
9.040e-03,26.7969,1.55281
9.072e-03,25.5937,1.53953
